id,reviewer_name,platform,review_text,translated_review_text,normalized_rating,date,country,sentiment,stay_type
870753656,Francois C,Tripadvisor,"Accueil et propreté des chambres irréprochable. Personnel au service des clients , bienveillance et sourire garantie. Je recommande cet hotel pour un séjour d’affaire ou de détente. Au plaisir de se revoir bientôt.","Reception and cleanliness of the irreproachable rooms. Staff at the service of customers, benevolence and guaranteed smile. I recommend this hotel for a business or relaxation stay. Looking forward to seeing yourself again soon.",10,2022-12-05,Tunisia,Positive,BUSINESS
870753575,Nicolas B,Tripadvisor,Merci pour tout!  La chambre était grande et propre avec des attentions du personnel. Très bon service aussi. L'établissement a une vue sur la Méditerranée. La nourriture est très bonne et offre une variété de mets tunisien. Le personnel est courtois et poli.,Thank you for everything!  The room was large and clean with attention to the staff. Very good service too. The establishment has a view of the Mediterranean. The food is very good and offers a variety of Tunisian dishes. The staff are courteous and polite.,8,2022-12-05,Tunisia,Positive,BUSINESS
870748865,Isabelle L,Tripadvisor,"Nous avons beaucoup aimé notre séjour au Bizerta Resort. Nous y sommes restés 5 jours pour affaire et pendant notre séjour nous avons eu un très bon service et ce, de l'ensemble du personnel. Les chambres étaient propres, la nourriture était bonne et l'accueil chaleureuse. Je vous le recommande. ","We really liked our stay at the Bizerta Resort. We stayed there for 5 days for business and during our stay we had a very good service of all the staff. The rooms were clean, the food was good and the welcome warm. I recommend it to you.",8,2022-12-05,Tunisia,Positive,BUSINESS
867793791,mauriziosciuto,Tripadvisor,"TUTTO PERFETTO
Struttura molto grande e molto bella situata sul lungomare dotata di tutti i servizi...
Bellissima piscina all'aperto ed una al coperto molto grande.
Il ristorante poi è stata una bellissima sorpresa...
Cucina internazionale con piatti molto curati e molto buoni...
Grande buffet di dolci freschi veramente fantastici.
Le camere sono molto ampie e dotate di tutti i comfort e TV anche con canali italiani...
Tutto perfetto
Bravi","Everything perfect
Very large and very beautiful structure located on the seafront equipped with all services ...
Beautiful outdoor swimming pool and a very large indoor indoor.
The restaurant was then a beautiful surprise ...
International cuisine with very well -kept and very good dishes ...
Large buffet of really fantastic fresh desserts.
The rooms are very large and equipped with all comforts and TVs even with Italian channels ...
Everything perfect
Good",10,2022-11-09,Tunisia,Positive,FRIENDS
867321283,Oubeid,Tripadvisor,"Premier séjour dans cet hôtel, je suis très déçu de la femme de l'accueil, très froide avec les clients, pas de sourire, je demande d'avoir une chambre vue sur mer elle refuse sous prétexte que l'hôtel est complet alors que c'est bien vide.  Pendant l'accueil nous attendons plus d'une heure pour avoir les clés de la chambre, même pas un verre d'eau à nous proposer. On arrive dans la chambre il ya juste un cap de bain pour une seule personne alors que nous sommes uj couples avec un bébé. Je ne trouve pas de lit bébé dans la chambre, alors je décent gentiment à l'accueil pour demander le lit bébé, elle me répond que ca va venir dici ce soir... Et elle me dit aussi que je peu faire une réclamation en cas où je ne reçois pas le lit bébé avec un regard mal poli.
A la fin du séjour je rend les clés même pas un mot ou un regard. Franchement elle ne mérite pas la place de l'accueil.
Petit déjeuner très moyen. Table sale. 
Chambre propre mais trop de bruit la nuit dans les couloirs et beaucoup de bruit de la rue...
Je recommande pas cet hôtel, malheureusement il y a pas beaucoup de choix à bizerte.","First stay in this hotel, I am very disappointed with the reception woman, very cold with customers, not to smile, I ask to have a sea viewed room she refuses on the pretext that the hotel is complete when it is very empty.  During the welcome we are waiting for more than an hour to have the keys to the room, not even a glass of water to offer us. We arrive in the room there is just a bath for a single person while we are a couples with a baby. I can't find a baby bed in the bedroom, so I kindly decent at the reception to ask for the baby bed, she replies that it will come dici tonight ... And she also tells me that I can make a complaint in case I do not receive the baby bed with a poorly polished look.
At the end of the stay I make the keys not even a word or a look. Frankly, she does not deserve the place of the reception.
Very average breakfast. Dirty table. 
Clean room but too much noise at night in the corridors and a lot of street noise ...
I do not recommend this hotel, unfortunately there are not much choice in Bizerte.",2,2022-11-05,Tunisia,Neutral,FAMILY
865384462,lydialdg1974,Tripadvisor,"Hôtel de qualité, personnel attentionné et à l’écoute.
RIM a été parfaite concernant notre réclamation.
Juste quelques améliorations à prévoir concernant la qualité du petit déjeuner, l’offre et la qualité des boissons disponibles dans la journée.
Très belle vue sur mer depuis la chambre.
Je recommande","Quality hotel, attentive and attentive staff.
Rim was perfect for our complaint.
Just a few improvements to be expected regarding the quality of breakfast, the offer and quality of the drinks available during the day.
Very nice sea view from the room.
I recommend",8,2022-10-21,Tunisia,Positive,COUPLES
855052240,Laetitia B,Tripadvisor,"Hôtel de grande qualité avec un service et un accueil chaleureux.
Chambres très propres avec des petites attentions du personnel. 
Restauration intérieure et extérieure assez variée. 
Nous conseillons vivement cet hôtel pour un séjour à bizerte","High quality hotel with a warm service and welcome.
Very clean rooms with little staff attentions. 
Quite varied interior and exterior catering. 
We highly recommend this hotel for a stay in Bizerte",10,2022-08-19,Tunisia,Positive,COUPLES
849087104,Bayrem g,Tripadvisor,"Magnifique séjour,
A revisiter encore une fois 
Service très bon
Les plats sont très délicieux 
Les chambres trais magnifique avec vue sur mer
La piscine et la plage sont très propres 
Hotel Number 1 à Bizerte","Magnificent stay,
To revisit once again 
Very good service
The dishes are very delicious 
Magnificent trais rooms with sea views
The swimming pool and the beach are very clean 
Hotel Number 1 in Bizerte",10,2022-07-21,Tunisia,Positive,NONE
847647607,Ahmed D,Tripadvisor,"Nous avons passé un séjour agréable dans cet hotel. Accueil tres chaleureux et personnel bienveillant ai comfort du client.
la chambre avait une vie sur piscine et sur mer magnifique coucher du soleil en vue.

Propreté et hygiène des toilettes. Bravo au personnel pour le travail.

Je serai surement de retour en famille un jour.","We had a pleasant stay in this hotel. Very warm welcome and benevolent staff Ai Comfort of the customer.
The room had a life on swimming pool and on the sea magnificent sunset in sight.

Cleanliness and hygiene of the toilet. Bravo to staff for work.

I will surely be back with the family one day.",10,2022-07-13,Tunisia,Positive,COUPLES
822558646,Jaweher M,Tripadvisor,"Une très belle découverte hier ! 

Nous avons très bien mangé un excellent couscous au poisson, et bu au café Maure un délicieux thé à la menthe.
L'hôtel était propre et le service de qualité. Bravo et bonne continuation .","A very nice discovery yesterday! 

We have eaten an excellent fish couscous very well, and drunk at the Moorish coffee a delicious mint tea.
The hotel was clean and the quality service. Bravo and good luck.",10,2021-12-20,Tunisia,Positive,FAMILY
784504795,talhahusseini,Tripadvisor,"Après 3 ans d'absence,je suis revenu à cet hôtel pour un long weekend de repos.
Pas beaucoup de clients, malheureusement vu la conjoncture.
Hôtel propre, situé sur la corniche pour une promenade à pieds.
Chambre vue mer très agréable.
Restauration correcte,
Bar du hall,bien fréquenté et prix corrects.
Café maure avec une belle terrasse ensoleillée.
Spa et piscine couverte non essayés.
Un agréable séjour.","After 3 years of absence, I returned to this hotel for a long weekend of rest.
Not many customers, unfortunately given the economic situation.
Clean hotel, located on the cornice for a walk.
Very pleasant sea view room.
Correct catering,
Hall bar, busy and correct prices.
Moorish coffee with a beautiful sunny terrace.
Spa and indoor swimming pool not tried.
A pleasant stay.",8,2021-03-13,Tunisia,Positive,COUPLES
765521794,MaevaMantio,Tripadvisor,"Hôtel calme avec une magnifique vue sur la mer, chambre très propre.le petit déjeuner était varier ! En revanche nous n’avons pas apprécié le restaurant extérieur qui en plus d’être assez cher n’était pas excellent ...","Quiet hotel with a magnificent view of the sea, very clean room. Breakfast was varying! On the other hand, we did not appreciate the outdoor restaurant which in addition to being quite expensive was not excellent ...",8,2020-08-18,Tunisia,Neutral,FAMILY
747878301,csassi26,Tripadvisor,"Propre et bien situé, un hôtel qui mériterait un équipement plus écologique car situé en bord de mer.
Salles fonctionnelles et personnel discret, je garde un très bon souvenir! Très bonne cuisine se rapprochant de la cuisine locale! et produits frais locaux!","Clean and well located, a hotel that deserves more ecological equipment because it is located by the sea.
Functional rooms and discreet staff, I have a very good memory! Very good kitchen approaching local cuisine! And fresh local products!",10,2020-02-26,Tunisia,Positive,FRIENDS
