checkInDate,checkOutDate,dislikedText,helpfulVotes,hotelId,hotelRatingScores/0/codeName,hotelRatingScores/0/name,hotelRatingScores/0/score,hotelRatingScores/1/codeName,hotelRatingScores/1/name,hotelRatingScores/1/score,hotelRatingScores/2/codeName,hotelRatingScores/2/name,hotelRatingScores/2/score,hotelRatingScores/3/codeName,hotelRatingScores/3/name,hotelRatingScores/3/score,hotelRatingScores/4/codeName,hotelRatingScores/4/name,hotelRatingScores/4/score,hotelRatingScores/5/codeName,hotelRatingScores/5/name,hotelRatingScores/5/score,hotelRatingScores/6/codeName,hotelRatingScores/6/name,hotelRatingScores/6/score,id,images/0,images/1,images/2,images/3,images/4,likedText,numberOfNights,propertyResponse,rating,reviewDate,reviewLanguage,reviewPage,reviewTitle,reviewsScoreFilter,roomInfo,startUrl,stayRoomId,totalCategoryReviews,travelerType,userAvatar,userLocation,userName
2025-01-17,2025-01-20,Ameisen im Badezimmer,0,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,cb145a7f6a1f3355,https://r-xx.bstatic.com/xdata/images/xphoto/max1280x900/448567387.jpg?k=12c6aa66ac0e2cf198669932c72d63a0dd1686944a87de10406afe8d9d09ecd5&o=,https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/448567403.jpg?k=37d7225c6fec2915c995ed1f6e239109a16e5de95e873ebc381450bf351f0e75&o=,,,,"Personal super freundlich , extra anderes Essen zubereitet zum Frühstück für uns",3,,10,2025-01-24T18:48:43.000Z,de,1,Lieblingshotel in Bizerte❤️,ALL,Superior Double Room with Sea View,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763606,105,Couple,https://lh3.googleusercontent.com/-VuHJlISkBH8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnIyvELWXjffAkff1jFHDUvMwHPnA/photo.jpg,Germany,Jasmin
2024-12-09,2024-12-12,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,3d62ad6fdce11312,,,,,,,3,,6,2024-12-12T20:23:49.000Z,fr,1,,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Solo traveler,,France,Administrator
2024-08-21,2024-08-27,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,7157f7637121e45a,,,,,,,6,,8,2024-11-20T21:09:57.000Z,de,1,,ALL,Superior Double Room with Sea View,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763606,105,Group,https://xx.bstatic.com/static/img/review/avatars/ava-l.png,Australia,Lisa
2024-08-05,2024-08-10,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,42ad69a865ef539a,,,,,,,5,,8,2024-11-03T20:17:15.000Z,fr,1,,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Family,https://xx.bstatic.com/xdata/images/xphoto/square64/193140782.jpg?k=f86fa43ca7fc9d2e4350f9b3e31c2ebdedc7370b4fabf2ec543b869c166eed19&o=,France,Mélina
2024-10-17,2024-10-19,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,fc6a20d40643780f,,,,,,,2,,10,2024-10-26T19:12:30.000Z,fr,1,,ALL,Superior Double Room with Sea View,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763606,105,Solo traveler,https://xx.bstatic.com/static/img/review/avatars/ava-s.png,France,Samir
2024-10-02,2024-10-05,Non mi è piaciuto il posizionamento dello spazzolone del water !! Il contenitore dello spazzolone molto sporco e vecchio ! Molto sgradevole,0,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,701c6950d9eee4fd,https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/394022622.jpg?k=cb715c49ca5c7adb5e84bda8919b862141b953fffd808cd8795db82cd124bab0&o=,https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/394022625.jpg?k=3c6f7763d85689e09a8a9d114a6dbc206a257ce87e2fd18b0fb9d31458da0f01&o=,https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/394022632.jpg?k=d13b0a9e0f6e692121ebf6da7e4b1cfeaee0416f5c9deabb1c42e2f2e6d6fc52&o=,https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/394022638.jpg?k=96d11008e1a8cf1509bd66eeec2989c359cc8c541bc288053cd125794f8ad6b8&o=,https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/394022641.jpg?k=1bec5d79adfc9bc69e7bfa1d19068d8647f612cbf8d3299c3b6230a6428cfff5&o=,Colazione buffet molto ricco e ben presentato ! Ottimi prodotti,3,"Hello, thank you for your kind words about the seafront view and breakfast buffet. We apologize for the issue with the toilet brush this has been addressed with our team.

We hope to welcome you back soon.

Best regards,
Bizerta Resort Hotel Team",8,2024-10-05T21:06:13.000Z,it,1,Soggiorno di lavoro ideale sul lungomare con il mare in bella vista,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Solo traveler,https://graph.facebook.com/v2.9/10207489828940749/picture?type=square&height=64&width=64,Italy,Gaetano
2024-09-18,2024-09-28,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,94204aa2b59a6c3f,,,,,,,10,,7,2024-09-30T11:14:38.000Z,fr,1,,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Solo traveler,https://xx.bstatic.com/static/img/review/avatars/ava-s.png,France,Sylviane
2024-08-21,2024-08-27,"Frühstück Pappbecher für O-Saft und Plastiklöffel für Kaffee bzw. Joghurt
Tischdecken waren zum Teil schmutzig",0,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,0c53224e46f87cf1,,,,,,Freundliches Personal,6,"Hello, Thank you for your kind words about our friendly staff. We apologize for the inconvenience caused by the breakfast setup and table cleanliness. Your feedback will help us improve.

We hope to welcome you again for a better experience.

Best regards,
Bizerta Resort Hotel Team",7,2024-09-23T09:09:59.000Z,de,1,,ALL,Superior Double Room with Sea View,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763606,105,Family,https://xx.bstatic.com/static/img/review/avatars/ava-g.png,Germany,Gertrud
2024-09-08,2024-09-13,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,0797e428fd359042,,,,,,,5,,2,2024-09-17T13:50:08.000Z,en,1,,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Family,https://lh3.googleusercontent.com/a-/AFdZucr0qqLFQSJpCCTfGjhvl1oCJu8joUAEz5gabh8UuA=s96-c,Lebanon,Mohamad
2024-08-16,2024-08-18,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,55600a8aa898d8a2,,,,,,,2,,10,2024-09-16T16:53:47.000Z,fr,1,,ALL,Superior Double Room with Sea View,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763606,105,Couple,https://lh3.googleusercontent.com/a/ACg8ocJzHeTXhk6jfCbHhV6ugzicDjvxmkfx1JlhkVtZDNWLLCJC2m56=s96-c,France,Mohamed
